$Lewiston qdt year 2016 YC 06/21/22 upd.,
170.458,-0.697994100
170.500,1.358335033
170.542,4.135319933
170.583,4.965579267
170.625,-0.202383567
170.667,11.564371300
170.708,-16.454304570
170.750,4.468159567
170.792,-3.225337133
170.833,6.217939933
170.875,0.895535967
170.917,-28.717022330
170.958,10.987900770
171.000,2.695238167
171.042,7.547719367
171.083,6.723840967
171.125,4.726409200
171.167,19.916900600
171.208,16.586805270
171.250,1.565801267
171.292,5.302827200
171.333,-1.014401300
171.375,2.378803000
171.417,1.850302267
171.458,11.613096400
171.500,9.874791833
171.542,4.400778267
171.583,-1.430328233
171.625,2.536342867
171.667,-3.758673867
171.708,6.016559070
171.750,6.517288633
171.792,-2.972376600
171.833,8.408771967
171.875,-28.442274470
171.917,-28.483127630
171.958,-16.349214230
172.000,10.836814270
172.042,3.969653433
172.083,6.419408433
172.125,10.997159470
172.167,6.601797333
172.208,15.430062030
172.250,27.401202870
172.292,3.009079833
172.333,-1.088347533
172.375,4.625728267
172.417,-4.959155667
172.458,4.952250267
172.500,-1.329135167
172.542,3.721965467
172.583,1.669926833
172.625,-8.066584200
172.667,-8.662243500
172.708,21.507560530
172.750,10.349634130
172.792,21.812767700
172.833,-3.839007567
172.875,-29.580637270
172.917,-35.611707430
172.958,7.898446167
173.000,9.789158533
173.042,4.630276633
173.083,12.305762070
173.125,5.685464833
173.167,-0.688339367
173.208,20.127007570
173.250,12.250355700
173.292,4.773291333
173.333,4.739815767
173.375,-0.031600867
173.417,2.807095633
173.458,3.260731567
173.500,-0.400669667
173.542,-1.036045367
173.583,6.932451700
173.625,-2.108463633
173.667,15.102526700
173.708,-25.342551770
173.750,7.108905967
173.792,1.833754667
173.833,10.157343070
173.875,-4.637636733
173.917,-37.710650600
173.958,28.023855100
174.000,10.178032330
174.042,-5.709684867
174.083,12.254428470
174.125,10.354063630
174.167,4.643195933
174.208,17.834173600
174.250,13.930385130
174.292,11.416655530
174.333,-1.421693033
174.375,-1.601977667
174.417,-21.624385270
174.458,-45.275891070
174.500,-13.237296830
174.542,13.231405830
174.583,-11.333237500
174.625,19.214986230
174.667,0.407961400
174.708,29.080368270
174.750,10.353381830
174.792,11.217451100
174.833,1.867962000
174.875,34.205253530
174.917,15.230884200
174.958,-10.017977200
175.000,4.270161567
175.042,1.996663567
175.083,-1.664066167
175.125,-4.337664833
175.167,0.910789033
175.208,-0.006235367
175.250,-0.853286867
175.292,1.440597967
175.333,-17.159115500
175.375,3.791485830
175.417,2.070983367
175.458,1.710425733
175.500,12.142005830
175.542,-34.274867170
175.583,-10.580650770
175.625,6.255956670
175.667,0.931627567
175.708,7.588964100
175.750,6.050239367
175.792,4.314615933
175.833,41.898554070
175.875,41.391043230
175.917,19.929993100
175.958,-25.777735430
176.000,-14.598333170
176.042,11.551397030
176.083,3.184816633
176.125,2.134586100
176.167,3.434856433
176.208,0.057297300
176.250,-0.861221267
176.292,1.051435700
176.333,0.346963433
176.375,5.129969233
176.417,-0.852116500
176.458,12.296637530
176.500,10.213353700
176.542,-47.938442000
176.583,-20.738803000
176.625,0.689046600
176.667,-2.074540933
176.708,10.775437000
176.750,9.989230600
176.792,9.363880530
176.833,4.245988800
176.875,47.490788000
176.917,17.034488130
176.958,8.460769133
177.000,3.569790900
177.042,-1.904407100
177.083,-0.376540300
177.125,-1.539849033
177.167,-2.935036333
177.208,3.358376200
177.250,-2.763152933
177.292,0.350819300
177.333,4.757416600
177.375,-2.073304433
177.417,-1.072680033
177.458,3.842515067
177.500,-5.158929467
177.542,-32.050965070
177.583,-15.571523170
177.625,5.174551370
177.667,-3.431824733
177.708,12.646602600
177.750,11.345699300
177.792,3.596048000
177.833,7.832996230
177.875,43.337074670
177.917,12.986203500
177.958,1.751317500
178.000,7.984658267
178.042,-0.270153533
178.083,-3.719494033
178.125,-0.458054633
178.167,-0.571560667
178.208,1.812640967
178.250,2.010565467
178.292,0.673025333
178.333,-7.678546300
178.375,-0.111496467
178.417,3.287951867
178.458,1.764365933
178.500,1.958887867
178.542,-35.732529300
178.583,4.499963330
178.625,0.497862770
178.667,-5.622779167
178.708,2.486394733
178.750,4.653567233
178.792,8.737722233
178.833,-0.867967667
178.875,54.899307600
178.917,16.814539970
178.958,-2.326843430
179.000,10.074667330
179.042,1.554788400
179.083,-7.024480633
179.125,0.296420400
179.167,3.557973000
179.208,1.430516700
179.250,1.175470700
179.292,-0.657290833
179.333,2.337415367
179.375,-0.106992933
179.417,0.389709167
179.458,8.987464100
179.500,-1.051133767
179.542,-26.799188500
179.583,-9.642575970
179.625,4.763722500
179.667,-4.803219100
179.708,1.975451867
179.750,5.854937000
179.792,2.023859100
179.833,43.117121130
179.875,20.173688070
179.917,-4.555538170
179.958,13.231560000
180.000,-0.624839167
180.042,2.603707700
180.083,-3.111056733
180.125,3.136677800
180.167,-1.955315133
180.208,-0.594743067
180.250,6.570031700
180.292,-0.898572600
180.333,2.814223933
180.375,-2.458988133
180.417,-15.851437370
180.458,1.900486400
180.500,1.132796200
180.542,-32.084285900
180.583,3.935285230
180.625,-3.062967467
180.667,-8.209455633
180.708,5.118921667
180.750,11.508824270
180.792,1.813567967
180.833,2.414249867
180.875,40.871820930
180.917,24.911926700
180.958,-7.593056000
181.000,16.474864970
181.042,-6.065781867
181.083,0.909806167
181.125,2.361591800
181.167,4.625276100
181.208,-0.138333033
181.250,1.716209533
181.292,1.151466400
181.333,0.054776200
181.375,-0.636836833
181.417,-3.000660200
181.458,20.000401630
181.500,-18.671998400
181.542,-23.580157300
181.583,-6.466318630
181.625,1.387239130
181.667,-0.250857067
181.708,5.284750233
181.750,-0.114352567
181.792,-1.690518700
181.833,34.251660070
181.875,22.215669800
181.917,-4.708898730
181.958,4.536486167
182.000,2.424762800
182.042,4.275542533
182.083,2.978624767
182.125,0.421195367
182.167,-1.692134033
182.208,-2.103192167
182.250,0.376036667
182.292,-1.112541733
182.333,-2.850706333
182.375,21.238333830
182.417,13.155888500
182.458,24.792797030
182.500,7.673555100
182.542,-77.445965870
182.583,-18.871950370
182.625,16.674317230
182.667,14.063180730
182.708,13.954830130
182.750,19.310970430
182.792,17.764839730
182.833,13.384021630
182.875,11.982238930
182.917,-52.914535870
182.958,15.190395400
183.000,7.083599700
183.042,8.066797033
183.083,0.384874200
183.125,2.550926400
183.167,-2.595743400
183.208,8.082587800
183.250,8.740847600
183.292,10.717231400
183.333,9.183601000
183.375,8.476320100
183.417,-10.533410500
183.458,-57.526177630
183.500,-61.682630700
183.542,-32.167975730
183.583,26.493271070
183.625,26.303185800
183.667,32.879691270
183.708,12.853588570
183.750,11.924048230
183.792,0.767287000
183.833,8.073687233
183.875,46.316877530
183.917,12.579594930
183.958,-0.976411800
184.000,5.902010300
184.042,0.949160000
184.083,-0.889194200
184.125,2.541849600
184.167,-4.376201700
184.208,8.338570767
184.250,0.501315900
184.292,-0.892668567
184.333,1.516351300
184.375,-0.508982000
184.417,4.725588633
184.458,0.283008467
184.500,-6.176141533
184.542,-30.039251100
184.583,-6.844466167
184.625,-5.537133470
184.667,2.869503767
184.708,4.906368067
184.750,5.418334933
184.792,3.476955533
184.833,5.724549267
184.875,36.314545530
184.917,13.737889770
184.958,1.968159270
185.000,5.969523100
185.042,3.151947000
185.083,-3.503454500
185.125,3.021693500
185.167,-2.037400033
185.208,1.422709500
185.250,0.728656100
185.292,2.146339500
185.333,1.861448000
185.375,-0.887994333
185.417,1.184213300
185.458,16.622334230
185.500,4.801962500
185.542,-48.050064530
185.583,-16.385967470
185.625,-8.540301700
185.667,10.912666670
185.708,11.391489570
185.750,5.885131833
185.792,-0.949680667
185.833,6.309528400
185.875,42.236014170
185.917,-3.113998700
185.958,26.375673730
186.000,-18.052617400
186.042,8.135881130
186.083,-1.631139933
186.125,1.777001900
186.167,3.191829433
186.208,0.786666133
186.250,-2.745371767
186.292,1.517484933
186.333,0.580110433
186.375,1.532348633
186.417,2.541705433
186.458,3.313456633
186.500,-8.904613070
186.542,-26.188458770
186.583,-1.949128130
186.625,-1.385497700
186.667,-8.872784100
186.708,6.703295167
186.750,12.090945330
186.792,-2.069379633
186.833,6.530962330
186.875,36.800335000
186.917,11.434868970
186.958,-4.991941767
187.000,5.299850167
187.042,5.806671000
187.083,2.733479933
187.125,-2.598158333
187.167,8.730687367
187.208,-5.561468933
187.250,1.373068833
187.292,3.388591800
187.333,-4.668921667
187.375,4.088745300
187.417,0.104190367
187.458,-32.377722270
187.500,-2.153841100
187.542,4.174182200
187.583,-7.761996533
187.625,10.374181030
187.667,-0.181986633
187.708,9.465036600
187.750,6.116221800
187.792,2.188915933
187.833,7.465916900
187.875,34.171159130
187.917,11.338279630
187.958,3.437917900
188.000,9.337563633
188.042,-3.053931167
188.083,0.065256533
188.125,-4.543024600
188.167,-6.219352500
188.208,7.427024533
188.250,-0.408276200
188.292,-2.534400300
188.333,0.385937633
188.375,2.724023000
188.417,-6.970037733
188.458,-52.886622530
188.500,10.831504830
188.542,11.746869830
188.583,3.056066767
188.625,-0.985250600
188.667,4.264656033
188.708,5.083150533
188.750,0.175146700
188.792,2.137965967
188.833,7.712758170
188.875,47.240601700
188.917,33.575977930
188.958,-13.305454670
189.000,-21.711746670
189.042,-2.322076000
189.083,-8.247715470
189.125,3.331070933
189.167,-10.491037570
189.208,12.914301570
189.250,11.892693830
189.292,-5.674522200
189.333,8.742448067
189.375,0.014189133
189.417,4.001867467
189.458,-0.431090700
189.500,2.741357300
189.542,-43.788362770
189.583,-2.073965500
189.625,-0.604035570
189.667,-1.486476200
189.708,6.926855833
189.750,6.180739233
189.792,5.664648333
189.833,9.854502670
189.875,36.422899200
189.917,4.421653630
189.958,-4.823863800
190.000,10.333023930
190.042,-2.491836833
190.083,-4.173804700
190.125,5.354394733
190.167,-1.712938800
190.208,-0.516816000
190.250,1.098350600
190.292,-0.622701400
190.333,1.947825700
190.375,1.014388300
190.417,2.724307300
190.458,0.049935800
190.500,1.962037800
190.542,-3.672130267
190.583,-27.625400530
190.625,-3.874664500
190.667,-0.867327133
190.708,-5.645833933
190.750,13.281847500
190.792,2.573232367
190.833,7.400701967
190.875,-15.305420830
190.917,59.995797800
190.958,-14.901460830
191.000,4.796167033
191.042,-0.026928267
191.083,9.278307967
191.125,2.192004200
191.167,-5.029225467
191.208,12.189511670
191.250,14.221687730
191.292,11.278867230
191.333,3.102916667
191.375,4.067680667
191.417,7.071589933
191.458,-3.498402167
191.500,-5.567842400
191.542,-41.385015200
191.583,-20.279376970
191.625,-8.246695167
191.667,10.758263600
191.708,6.986234667
191.750,1.061453667
191.792,7.841579400
191.833,5.286177533
191.875,26.917287600
191.917,-5.100755167
191.958,-8.718474230
192.000,14.898348800
192.042,4.783653900
192.083,1.423215400
192.125,2.648036100
192.167,2.433529000
192.208,9.148907170
192.250,3.885510433
192.292,3.578468467
192.333,4.311363833
192.375,3.336849867
192.417,-1.916572633
192.458,5.482244033
192.500,-3.361775600
192.542,-6.424213633
192.583,9.637820100
192.625,7.206444867
192.667,-3.013106700
192.708,-1.284935800
192.750,0.199007733
192.792,-2.143109800
192.833,7.462452567
192.875,-21.075002300
192.917,-16.041214870
192.958,5.082079167
193.000,1.717665833
193.042,-1.360914467
193.083,3.575326067
193.125,3.911972767
193.167,1.517331633
193.208,4.405671967
193.250,5.622578867
193.292,1.495629433
193.333,0.949325267
193.375,17.925675100
193.417,46.353886600
193.458,7.566212770
193.500,-9.638025167
193.542,-50.198831530
193.583,-22.105036970
193.625,-0.721891500
193.667,1.231314200
193.708,7.360047033
193.750,7.364116333
193.792,-7.224101000
193.833,-2.951658467
193.875,29.890440370
193.917,-2.378956633
193.958,3.386976867
194.000,15.057705070
194.042,-3.540176267
194.083,10.933729700
194.125,1.144484633
194.167,-1.337315933
194.208,18.285115670
194.250,26.954815070
194.292,-3.250076667
194.333,-7.756987233
194.375,18.878239370
194.417,11.466715600
194.458,9.174749967
194.500,-56.645669130
194.542,-18.349369100
194.583,-5.803005770
194.625,-4.884675967
194.667,-3.712055567
194.708,3.733980233
194.750,4.437235133
194.792,2.812845633
194.833,3.963927833
194.875,58.346487900
194.917,-41.741479870
194.958,-5.531622833
195.000,1.694022433
195.042,10.717740400
195.083,-0.588019567
195.125,5.298509767
195.167,-4.101758333
195.208,28.837571270
195.250,17.207119900
195.292,17.970334670
195.333,-31.771677070
195.375,-18.316889370
195.417,-5.570486667
195.458,0.857294633
195.500,21.013430670
195.542,-29.319965900
195.583,-1.821977667
195.625,-1.691089400
195.667,-0.328832667
195.708,-0.195234200
195.750,2.716938300
195.792,2.878292967
195.833,9.780576270
195.875,25.899748830
195.917,-28.876547700
195.958,29.084008230
196.000,-34.482103600
196.042,42.419463230
196.083,6.403339633
196.125,2.089617933
196.167,-6.990001500
196.208,18.291851070
196.250,26.189632970
196.292,-21.590211870
196.333,-12.911959030
196.375,-9.041305467
196.417,2.333517967
196.458,-1.909208633
196.500,-28.414064370
196.542,-2.316343700
196.583,-0.437870200
196.625,0.685711600
196.667,6.753669700
196.708,-1.567261167
196.750,6.674878933
196.792,-1.340994233
196.833,13.087060230
196.875,28.618847300
196.917,-3.346337500
196.958,8.394540270
197.000,18.182230370
197.042,7.910299633
197.083,1.785668567
197.125,-2.272490067
197.167,-4.888887567
197.208,13.246547300
197.250,-21.509784270
197.292,-25.197728400
197.333,-11.364962270
197.375,-1.093214830
197.417,1.848430767
197.458,0.095924733
197.500,1.221236333
197.542,9.146855400
197.583,-0.779217667
197.625,2.860904100
197.667,24.155772470
197.708,-22.982304800
197.750,5.831856100
197.792,35.821735100
197.833,3.427862130
197.875,12.848083870
197.917,12.378564100
197.958,-10.864467330
198.000,-2.611469967
198.042,4.750731067
198.083,-14.686080600
198.125,-22.648380070
198.167,34.968044030
198.208,-19.977158900
198.250,-2.137280300
198.292,6.713201867
198.333,-3.367191967
198.375,3.870071333
198.417,1.462507867
198.458,9.588091700
198.500,-5.100852300
198.542,-3.884496633
198.583,3.203977967
198.625,-18.814721530
198.667,-4.724027370
198.708,-1.909387100
198.750,7.765759200
198.792,0.267910333
198.833,6.203173700
198.875,44.711897370
198.917,31.215164570
198.958,-16.883276470
199.000,-21.732280000
199.042,2.143237733
199.083,3.566264667
199.125,-2.022303767
199.167,-1.555890833
199.208,14.331459030
199.250,19.601896900
199.292,3.079337533
199.333,-1.731383600
199.375,-3.042274333
199.417,-0.242673100
199.458,-20.657953270
199.500,4.945378467
199.542,-1.610517867
199.583,-1.118033467
199.625,-19.535756770
199.667,-3.461493733
199.708,3.047512067
199.750,0.826648433
199.792,3.448732367
199.833,3.984313767
199.875,40.155119430
199.917,1.230587567
199.958,-5.990271870
200.000,10.604210070
200.042,-4.616920000
200.083,2.471455133
200.125,2.843461733
200.167,-5.678233333
200.208,0.524694900
200.250,20.160651200
200.292,-11.816617170
200.333,8.287065333
200.375,-0.745958767
200.417,-1.777495167
200.458,0.729229900
200.500,1.029803533
200.542,-30.181206170
200.583,-5.627193967
200.625,3.901277230
200.667,-3.661874867
200.708,3.271100433
200.750,-1.313209533
200.792,-0.049005167
200.833,9.196655570
200.875,27.348495800
200.917,-11.484028400
200.958,-2.282797367
201.000,4.916144433
201.042,13.124492000
201.083,1.460069900
201.125,0.272600400
201.167,-1.901563667
201.208,14.377381730
201.250,9.397305767
201.292,1.498931000
201.333,2.855266767
201.375,0.520656100
201.417,-17.224476100
201.458,-25.714003330
201.500,-2.948601433
201.542,-1.079956030
201.583,4.293130433
201.625,0.071594400
201.667,7.602786167
201.708,1.360135833
201.750,7.938045500
201.792,0.482779067
201.833,3.988519167
201.875,28.949032000
201.917,-8.481974500
201.958,-4.964220300
202.000,6.060206067
202.042,0.091818933
202.083,4.755833167
202.125,-1.502541167
202.167,-2.090720433
202.208,17.452745630
202.250,12.424476500
202.292,-6.190364400
202.333,5.931142200
202.375,-3.516218700
202.417,-2.592964833
202.458,18.628883570
202.500,-53.172895100
202.542,10.252400970
202.583,-12.465503670
202.625,-2.289735400
202.667,0.099291033
202.708,3.986478467
202.750,4.429923767
202.792,3.885847100
202.833,2.123403267
202.875,24.634871200
202.917,-21.141943730
202.958,3.460390200
203.000,26.798547430
203.042,1.893310733
203.083,-1.951775867
203.125,-0.398593167
203.167,0.986092367
203.208,8.909750170
203.250,-2.292758133
203.292,2.176082000
203.333,2.051514100
203.375,1.126434900
203.417,6.097250700
203.458,-7.485095733
203.500,-1.402517567
203.542,-28.168108430
203.583,12.866257700
203.625,-16.803189630
203.667,4.290523533
203.708,-1.836098333
203.750,5.145602600
203.792,6.483135067
203.833,9.224457970
203.875,16.437691600
203.917,-4.052199733
203.958,-6.911686933
204.000,3.633392033
204.042,7.563289000
204.083,-4.792012000
204.125,-0.998661400
204.167,5.162843033
204.208,0.175229500
204.250,0.421479200
204.292,2.712768033
204.333,1.461441900
204.375,0.011391100
204.417,2.118468733
204.458,29.924850070
204.500,-10.185764400
204.542,2.392190300
204.583,0.127312467
204.625,-2.702517600
204.667,-6.986280933
204.708,-2.865121433
204.750,-0.981050500
204.792,0.857120600
204.833,-30.321468670
204.875,6.660859730
204.917,-13.843747730
204.958,-0.540670867
205.000,13.626668630
205.042,4.840525433
205.083,1.837278033
205.125,0.717231433
205.167,-1.740554600
205.208,4.637478833
205.250,2.344755733
205.292,1.135805633
205.333,0.804465433
205.375,9.143673500
205.417,9.384964067
205.458,-27.151436130
205.500,32.303056970
205.542,6.509010367
205.583,7.153411167
205.625,-38.119692170
205.667,-2.522624700
205.708,-1.840084367
205.750,-1.498743833
205.792,-0.102882600
205.833,12.079350270
205.875,6.816656370
205.917,-10.975015830
205.958,4.572083433
206.000,7.413857000
206.042,2.828602433
206.083,1.899602433
206.125,1.486511433
206.167,1.590928633
206.208,2.766458833
206.250,-2.317396000
206.292,4.232396467
206.333,-1.272077400
206.375,4.175881333
206.417,1.366841633
206.458,33.355495670
206.500,-7.102039930
206.542,-11.523379530
206.583,-12.406232600
206.625,3.090188233
206.667,-1.552495167
206.708,-21.013315800
206.750,-0.764110200
206.792,-10.419966170
206.833,5.061154300
206.875,18.851059530
206.917,-15.084075770
206.958,4.157036667
207.000,0.307734000
207.042,7.277303133
207.083,5.473434333
207.125,-2.503338800
207.167,5.109537433
207.208,2.153321833
207.250,2.515529733
207.292,1.699368733
207.333,2.139477733
207.375,2.372397833
207.417,-8.741331200
207.458,9.878168667
207.500,-14.108317800
207.542,4.540549300
207.583,-0.933142833
207.625,3.921594200
207.667,5.888316400
207.708,-8.178375400
207.750,-2.296367433
207.792,-1.868748833
207.833,5.032256567
207.875,24.092779000
207.917,-17.642960470
207.958,4.579503933
208.000,9.083140600
208.042,6.904253133
208.083,2.248534633
208.125,-0.310764467
208.167,1.434076733
208.208,2.477333633
208.250,0.260335533
208.292,2.469754333
208.333,2.678752733
208.375,-1.657473100
208.417,-1.801351800
208.458,32.398547430
208.500,-7.489676430
208.542,1.911407567
208.583,-6.119039167
208.625,-12.051358900
208.667,-0.329638600
208.708,-1.939636300
208.750,-0.381356833
208.792,-24.328719970
208.833,-2.016481200
208.875,11.351561770
208.917,-26.272879900
208.958,1.658937000
209.000,15.596118400
209.042,1.367410967
209.083,4.363743833
209.125,1.040415800
209.167,11.640567070
209.208,9.044836733
209.250,3.212458333
209.292,2.740463833
209.333,1.181446833
209.375,1.940889433
209.417,-2.709809100
209.458,30.786684830
209.500,27.271251800
209.542,-34.815468130
209.583,-36.408429630
209.625,-23.069252830
209.667,-3.617289100
209.708,13.112710130
209.750,6.617119100
209.792,-1.740619800
209.833,10.912535870
209.875,26.962825430
209.917,-3.228770267
209.958,1.338950433
210.000,6.584520133
210.042,3.031910433
210.083,-5.727705000
210.125,3.048573733
210.167,3.876076733
210.208,-0.855076767
210.250,0.621861133
210.292,1.899600233
210.333,1.332631933
210.375,15.987662070
210.417,45.158996570
210.458,-1.049977633
210.500,-6.334772967
210.542,-37.246040600
210.583,-40.668693870
210.625,-10.927742000
210.667,-4.763942733
210.708,-1.754291533
210.750,8.554120933
210.792,-0.150202800
210.833,4.052166600
210.875,28.092272570
210.917,-22.862569770
210.958,5.579758067
211.000,13.711767230
211.042,-1.596104367
211.083,6.012409767
211.125,-0.530967167
211.167,5.358763267
211.208,-1.994267267
211.250,4.681784567
211.292,-2.021634467
211.333,3.484989067
211.375,-1.268757067
211.417,28.072711100
211.458,-7.251479930
211.500,-25.578575170
211.542,-19.103045730
211.583,-7.418478233
211.625,32.645405800
211.667,16.348265100
211.708,3.149656567
211.750,6.089001930
211.792,-3.687080533
211.833,4.002627933
211.875,-9.054905870
211.917,-16.514979300
211.958,2.488420167
212.000,3.625362567
212.042,-2.277066833
212.083,0.863188867
212.125,-0.033848833
212.167,1.926887267
212.208,1.453630967
212.250,0.772415067
212.292,1.244480667
212.333,1.014823667
212.375,1.346819667
212.417,-0.678170400
212.458,-8.831413400
212.500,-33.990327370
212.542,40.830147770
212.583,-17.695280370
212.625,0.457759033
212.667,4.839351833
212.708,0.667800300
212.750,12.241003430
212.792,-0.896333567
212.833,8.359363770
212.875,22.329374170
212.917,-11.647403300
212.958,0.642322367
213.000,1.892524467
213.042,3.552428400
213.083,6.233315800
213.125,-4.134759733
213.167,6.599745800
213.208,-1.453870733
213.250,3.576499200
213.292,-2.762785533
213.333,2.692998700
213.375,-0.399725900
213.417,14.889015300
213.458,49.172325630
213.500,-62.503702030
213.542,-17.407253230
213.583,-4.601776230
213.625,-6.219727200
213.667,-1.817595400
213.708,3.391702967
213.750,1.744756367
213.792,1.061994700
213.833,7.577217630
213.875,31.468122470
213.917,-3.741000400
213.958,-14.894851370
214.000,10.565097900
214.042,1.033234200
214.083,0.575521400
214.125,2.616547600
214.167,2.116432633
214.208,-1.910497667
214.250,-0.777593500
214.292,-2.497317167
214.333,7.943073833
214.375,-7.515506100
214.417,4.496183600
214.458,2.673503733
214.500,33.062908370
214.542,-70.369145570
214.583,-6.908752133
214.625,16.211034030
214.667,1.792430100
214.708,-3.820967100
214.750,4.852337933
214.792,-1.544749100
214.833,4.375430133
214.875,25.686617270
214.917,-9.975984300
214.958,0.664138300
215.000,11.282820330
215.042,-2.534324100
215.083,4.697720333
215.125,-2.020576700
215.167,-1.080751467
215.208,0.001791733
215.250,-1.450187600
215.292,2.518369933
215.333,3.273900933
215.375,-0.942543300
215.417,-0.870486000
215.458,3.723197567
215.500,27.359528400
215.542,-4.390908170
215.583,-7.048689400
215.625,-30.097102570
215.667,-14.323075030
215.708,0.156001300
215.750,-1.102695700
215.792,-0.796093000
215.833,2.443348567
215.875,-28.558360230
215.917,63.111605530
215.958,1.471389833
216.000,-8.695178200
216.042,11.034204830
216.083,-1.809772200
216.125,1.654319633
216.167,-1.828133200
216.208,1.247067233
216.250,2.608591533
216.292,-2.766449400
216.333,1.854259233
216.375,-1.839186267
216.417,23.045670270
216.458,38.496530630
216.500,-3.353716733
216.542,-46.205829800
216.583,-29.439715630
216.625,-9.372718930
216.667,-5.949638467
216.708,0.277120767
216.750,-5.693175067
216.792,5.477296900
216.833,8.612262200
216.875,16.625181070
216.917,-5.294088267
216.958,-4.547269100
217.000,15.758070330
217.042,-0.652830500
217.083,5.050330533
217.125,-3.504543300
217.167,1.504782533
217.208,-2.755181100
217.250,2.291414933
217.292,-3.557752000
217.333,-15.938162470
217.375,6.714654567
217.417,7.812831367
217.458,-1.749794833
217.500,-1.990859667
217.542,1.631374667
217.583,-1.381244133
217.625,2.812325600
217.667,58.630753930
217.708,18.651396500
217.750,-41.633255870
217.792,-10.430821230
217.833,-12.489715970
217.875,-4.368916700
217.917,-0.298625400
217.958,10.291447430
218.000,-5.380629800
218.042,3.222267133
218.083,1.635598433
218.125,4.525295233
218.167,-3.520204133
218.208,1.873107033
218.250,-1.115535067
218.292,2.273811633
218.333,-8.613932230
218.375,1.786469400
218.417,3.151450000
218.458,-1.528797200
218.500,-25.739811400
218.542,55.454147130
218.583,-44.356851370
218.625,16.460051830
218.667,-0.931087900
218.708,4.974758833
218.750,-0.981988433
218.792,-4.020374067
218.833,60.405647100
218.875,-42.689200800
218.917,-16.909885030
218.958,7.330907200
219.000,9.800120100
219.042,3.222839533
219.083,-0.032415567
219.125,-0.043024833
219.167,3.728516567
219.208,-0.787983000
219.250,2.356880333
219.292,4.499783867
219.333,2.749734067
219.375,13.821347330
219.417,30.890235800
219.458,19.787774200
219.500,11.994673130
219.542,-40.477829070
219.583,-55.785335330
219.625,-14.496621470
219.667,3.395774433
219.708,3.466986900
219.750,10.109997770
219.792,9.295886500
219.833,0.871704400
219.875,3.309007430
219.917,0.518041800
219.958,24.836810530
220.000,0.832085700
220.042,0.710368567
220.083,-0.932875267
220.125,3.175477833
220.167,-1.879987667
220.208,3.576315567
220.250,0.232070733
220.292,0.008751133
220.333,25.559724700
220.375,3.593069070
220.417,9.023034100
220.458,-10.008536130
220.500,22.222048400
220.542,-28.269101330
220.583,6.573163767
220.625,-37.332983400
220.667,-15.556252330
220.708,-0.456512833
220.750,3.599400767
220.792,0.980111567
220.833,34.104040900
220.875,7.301861500
220.917,-22.290058270
220.958,4.586608167
221.000,1.911340600
221.042,-1.033817400
221.083,2.979375233
221.125,-0.166095967
221.167,-1.789429800
221.208,1.822053833
221.250,-1.982182000
221.292,2.253459033
221.333,-0.664673200
221.375,2.624254233
221.417,2.377334133
221.458,0.101772000
221.500,0.591208133
221.542,35.524782730
221.583,-62.116215700
221.625,3.847349367
221.667,7.139211070
221.708,-10.797661630
221.750,3.336867600
221.792,-2.209998333
221.833,8.253473700
221.875,26.032317930
221.917,-1.955295500
221.958,-17.222083170
222.000,8.495272567
222.042,10.763518400
222.083,1.477837933
222.125,-6.122644800
222.167,4.291621067
222.208,3.878507233
222.250,-2.372832600
222.292,23.162087200
222.333,5.414956467
222.375,1.365051833
222.417,1.260687700
222.458,6.152168000
222.500,-27.242281200
222.542,-6.855059270
222.583,-5.789261030
222.625,-5.345645200
222.667,12.735745130
222.708,6.928252267
222.750,-1.138580000
222.792,-11.444944200
222.833,7.808832270
222.875,30.254053200
222.917,-13.806165800
222.958,3.406251967
223.000,4.183694100
223.042,2.746437467
223.083,9.354014367
223.125,-3.415463000
223.167,-0.409772533
223.208,21.963865030
223.250,17.554915030
223.292,-4.190555967
223.333,3.633597700
223.375,-12.489832070
223.417,26.856067470
223.458,-25.467775430
223.500,-0.930903767
223.542,-2.326797633
223.583,-40.714068170
223.625,-14.427782930
223.667,0.018372967
223.708,1.549129400
223.750,5.435541967
223.792,-4.301553833
223.833,8.378376100
223.875,24.193359100
223.917,-17.417259930
223.958,2.324443467
224.000,9.331955533
224.042,-0.751298000
224.083,3.232059267
224.125,7.100482867
224.167,2.736519533
224.208,0.537008333
224.250,5.558492167
224.292,2.323855133
224.333,0.598546233
224.375,-1.279900567
224.417,42.842503470
224.458,30.932867330
224.500,8.751893400
224.542,-79.771303970
224.583,-33.091811970
224.625,0.578427470
224.667,8.998281167
224.708,5.942509267
224.750,1.848188267
224.792,1.376943767
224.833,35.042164600
224.875,-16.057743370
224.917,-5.475055033
224.958,2.398959433
225.000,1.560760600
225.042,5.334412667
225.083,3.268551267
225.125,-3.557639167
225.167,1.249694333
225.208,4.064034933
225.250,1.523527933
225.292,2.849512267
225.333,0.105560333
225.375,42.229404730
225.417,59.300797430
225.458,8.593551870
225.500,-9.673089533
225.542,-42.024281800
225.583,-43.807385230
225.625,-3.264347730
225.667,-3.754431030
225.708,-6.542065333
225.750,8.084762100
225.792,-4.569135267
225.833,17.007396030
225.875,15.680842470
225.917,-15.127552630
225.958,6.277970500
226.000,4.386081467
226.042,0.307138433
226.083,11.349353800
226.125,-2.134897467
226.167,1.943695433
226.208,0.947905633
226.250,1.622761633
226.292,3.563564267
226.333,1.844483733
226.375,0.242626633
226.417,45.840068870
