$inflow Tw is used for Tw of qdt year 2018 YC 03/14/2023,
265.167,8.07
265.208,8.095
265.25,8.095
265.292,8.095
265.333,8.095
265.375,8.095
265.417,8.095
265.458,8.045
265.5,8.095
265.542,8.17
265.583,8.17
265.625,8.07
265.667,8.07
265.708,8.045
265.75,8.045
265.792,8.045
265.833,8.045
265.875,8.045
265.917,8.045
265.958,7.945
266,8.02
266.042,8.07
266.083,8.095
266.125,8.12
266.167,8.095
266.208,8.095
266.25,8.095
266.292,8.095
266.333,8.12
266.375,8.12
266.417,8.145
266.458,8.145
266.5,8.07
266.542,8.095
266.583,8.095
266.625,8.095
266.667,8.095
266.708,8.045
266.75,8.02
266.792,8.045
266.833,8.045
266.875,8.045
266.917,8.095
266.958,8.12
267,8.095
267.042,8.12
267.083,8.145
267.125,8.145
267.167,8.095
267.208,8.095
267.25,8.095
267.292,8.095
267.333,8.095
267.375,8.095
267.417,8.12
267.458,8.095
267.5,8.07
267.542,8.095
267.583,8.095
267.625,8.095
267.667,8.095
267.708,8.07
267.75,8.045
267.792,8.045
267.833,8.07
267.875,8.07
267.917,8.12
267.958,8.07
268,8.095
268.042,8.095
268.083,8.095
268.125,8.07
268.167,8.095
268.208,8.095
268.25,8.095
268.292,8.07
268.333,8.095
268.375,8.07
268.417,8.07
268.458,8.07
268.5,8.12
268.542,8.095
268.583,8.095
268.625,8.07
268.667,8.07
268.708,8.045
268.75,8.045
268.792,8.045
268.833,8.045
268.875,8.045
268.917,8.045
268.958,8.045
269,8.045
269.042,8.12
269.083,8.145
269.125,8.17
269.167,8.17
269.208,8.195
269.25,8.17
269.292,8.22
269.333,8.22
269.375,8.27
269.417,8.418888889
269.458,8.22
269.5,8.045
269.542,8.07
269.583,8.07
269.625,8.045
269.667,8.045
269.708,8.045
269.75,8.045
269.792,8.045
269.833,8.045
269.875,8.07
269.917,7.97
269.958,8.07
270,8.095
270.042,8.12
270.083,8.12
270.125,8.12
270.167,8.17
270.208,8.145
270.25,8.145
270.292,8.195
270.333,8.195
270.375,8.245
270.417,8.145
270.458,8.045
270.5,8.07
270.542,8.095
270.583,8.07
270.625,8.095
270.667,8.07
270.708,8.045
270.75,8.045
270.792,8.045
270.833,8.045
270.875,8.045
270.917,8.12
270.958,8.17
271,8.195
271.042,8.22
271.083,8.245
271.125,8.27
271.167,8.245
271.208,8.245
271.25,8.27
271.292,8.27
271.333,8.318888889
271.375,8.393888889
271.417,8.245
271.458,8.045
271.5,8.07
271.542,8.07
271.583,8.095
271.625,8.095
271.667,8.045
271.708,8.045
271.75,8.045
271.792,8.045
271.833,8.045
271.875,8.045
271.917,8.095
271.958,8.12
272,8.195
272.042,8.22
272.083,8.195
272.125,8.245
272.167,8.22
272.208,8.245
272.25,8.245
272.292,8.17
272.333,8.02
272.375,8.045
272.417,8.045
272.458,8.045
272.5,8.07
272.542,8.045
272.583,8.045
272.625,8.045
272.667,8.02
272.708,8.045
272.75,8.045
272.792,8.07
272.833,8.07
272.875,8.07
272.917,8.07
272.958,8.145
273,8.145
273.042,8.17
273.083,8.22
273.125,8.245
273.167,8.245
273.208,8.245
273.25,8.245
273.292,8.17
273.333,8.045
273.375,8.045
273.417,8.045
273.458,8.07
273.5,8.095
273.542,8.07
273.583,8.045
273.625,8.045
273.667,8.02
273.708,7.995
273.75,7.995
273.792,8.02
273.833,8.045
273.875,8.045
273.917,8.095
273.958,8.145
274,8.195
274.042,8.22
274.083,8.245
274.125,8.27
274.167,8.295
274.208,8.318888889
274.25,8.295
274.292,8.318888889
274.333,8.393888889
274.375,8.393888889
274.417,8.245
274.458,8.07
274.5,8.07
274.542,8.07
274.583,8.07
274.625,8.045
274.667,8.045
274.708,8.07
274.75,8.045
274.792,8.07
274.833,8.07
274.875,8.07
274.917,8.145
274.958,8.22
275,8.245
275.042,8.27
275.083,8.295
275.125,8.368888889
275.167,8.343888889
275.208,8.368888889
275.25,8.368888889
275.292,8.368888889
275.333,8.418888889
275.375,8.318888889
275.417,8.12
275.458,8.07
275.5,8.07
275.542,8.07
275.583,8.07
275.625,8.07
275.667,8.045
275.708,8.045
275.75,8.045
275.792,8.045
275.833,8.045
275.875,8.045
275.917,8.07
275.958,8.12
276,8.145
276.042,8.17
276.083,8.22
276.125,8.27
276.167,8.245
276.208,8.318888889
276.25,8.295
276.292,8.295
276.333,8.343888889
276.375,8.195
276.417,8.045
276.458,8.045
276.5,8.045
276.542,8.045
276.583,8.045
276.625,8.045
276.667,8.045
276.708,8.02
276.75,8.02
276.792,8.02
276.833,8.045
276.875,8.045
276.917,8.12
276.958,8.195
277,8.245
277.042,8.27
277.083,8.318888889
277.125,8.318888889
277.167,8.368888889
277.208,8.368888889
277.25,8.393888889
277.292,8.443888889
277.333,8.468888889
277.375,8.295
277.417,8.07
277.458,8.07
277.5,8.095
277.542,8.095
277.583,8.095
277.625,8.095
277.667,8.07
277.708,8.045
277.75,8.045
277.792,8.045
277.833,8.045
277.875,8.045
277.917,8.095
277.958,8.12
278,8.17
278.042,8.145
278.083,8.17
278.125,8.195
278.167,8.17
278.208,8.22
278.25,8.22
278.292,8.245
278.333,8.318888889
278.375,8.195
278.417,8.045
278.458,8.045
278.5,8.045
278.542,8.045
278.583,8.07
278.625,8.07
278.667,8.07
278.708,8.045
278.75,8.045
278.792,8.045
278.833,8.045
278.875,8.07
278.917,8.145
278.958,8.195
279,8.22
279.042,8.245
279.083,8.27
279.125,8.27
279.167,8.27
279.208,8.27
279.25,8.295
279.292,8.318888889
279.333,8.343888889
279.375,8.245
279.417,8.07
279.458,8.095
279.5,8.095
279.542,8.095
279.583,8.12
279.625,8.095
279.667,8.095
279.708,8.095
279.75,8.095
279.792,8.095
279.833,8.095
279.875,8.07
279.917,8.095
279.958,8.145
280,8.145
280.042,8.17
280.083,8.195
280.125,8.195
280.167,8.22
280.208,8.22
280.25,8.195
280.292,8.245
280.333,8.27
280.375,8.295
280.417,8.368888889
280.458,8.692777778
280.5,8.742222222
280.542,8.095
280.583,8.145
280.625,8.12
280.667,8.12
280.708,8.095
280.75,8.095
280.792,8.095
280.833,8.095
280.875,8.095
280.917,8.145
280.958,8.17
281,8.195
281.042,8.245
281.083,8.22
281.125,8.22
281.167,8.27
281.208,8.245
281.25,8.27
281.292,8.27
281.333,8.295
281.375,8.318888889
281.417,8.418888889
281.458,8.295
281.5,8.095
281.542,8.12
281.583,8.095
281.625,8.095
281.667,8.07
281.708,8.07
281.75,8.07
281.792,8.07
281.833,8.07
281.875,8.07
281.917,8.12
281.958,8.12
282,8.145
282.042,8.17
282.083,8.17
282.125,8.22
282.167,8.195
282.208,8.195
282.25,8.22
282.292,8.22
282.333,8.245
282.375,8.27
282.417,8.368888889
282.458,8.617777778
282.5,8.418888889
282.542,8.095
282.583,8.095
282.625,8.095
282.667,8.095
282.708,8.07
282.75,8.07
282.792,8.07
282.833,8.07
282.875,8.07
282.917,8.12
282.958,8.145
283,8.195
283.042,8.195
283.083,8.22
283.125,8.22
283.167,8.195
283.208,8.245
283.25,8.22
283.292,8.27
283.333,8.295
283.375,8.27
283.417,8.343888889
283.458,8.617777778
283.5,8.368888889
283.542,8.095
283.583,8.095
283.625,8.07
283.667,8.07
283.708,8.045
283.75,8.045
283.792,8.045
283.833,8.045
283.875,8.045
283.917,8.12
283.958,8.12
284,8.145
284.042,8.12
284.083,8.17
284.125,8.145
284.167,8.17
284.208,8.145
284.25,8.07
284.292,8.095
284.333,8.145
284.375,8.195
284.417,8.295
284.458,8.667777778
284.5,9.731111111
284.542,9.706111111
284.583,9.187777778
284.625,9.063888889
284.667,8.393888889
284.708,8.045
284.75,8.045
284.792,8.045
284.833,8.07
284.875,8.145
284.917,8.195
284.958,8.22
285,8.22
285.042,8.245
285.083,8.27
285.125,8.245
285.167,8.27
285.208,8.245
285.25,8.22
285.292,8.245
285.333,8.27
285.375,8.295
285.417,8.393888889
285.458,8.817222222
285.5,9.187777778
285.542,8.468888889
285.583,8.12
285.625,8.12
285.667,8.095
285.708,8.07
285.75,8.07
285.792,8.07
285.833,8.12
285.875,8.17
285.917,8.195
285.958,8.195
286,8.195
286.042,8.17
286.083,8.195
286.125,8.17
286.167,8.195
286.208,8.195
286.25,8.22
286.292,8.195
286.333,8.195
286.375,8.245
286.417,8.343888889
286.458,8.617777778
286.5,8.99
286.542,10.44277778
286.583,8.99
286.625,8.443888889
286.667,8.095
286.708,8.045
286.75,8.045
286.792,8.045
286.833,8.07
286.875,8.07
286.917,8.095
286.958,8.095
287,8.12
287.042,8.12
287.083,8.145
287.125,8.145
287.167,8.095
287.208,8.12
287.25,8.145
287.292,8.145
287.333,8.195
287.375,8.17
287.417,8.27
287.458,8.642777778
287.5,8.891111111
287.542,8.617777778
287.583,8.742222222
287.625,8.393888889
287.667,8.095
287.708,8.07
287.75,8.07
287.792,8.07
287.833,8.095
287.875,8.095
287.917,8.145
287.958,8.195
288,8.22
288.042,8.195
288.083,8.245
288.125,8.22
288.167,8.245
288.208,8.295
288.25,8.22
288.292,8.27
288.333,8.245
288.375,8.295
288.417,8.368888889
288.458,8.817222222
288.5,9.386111111
288.542,9.607777778
288.583,8.518888889
288.625,8.145
288.667,8.12
288.708,8.07
288.75,8.07
288.792,8.07
288.833,8.07
288.875,8.07
288.917,8.12
288.958,8.17
289,8.195
289.042,8.195
289.083,8.22
289.125,8.22
289.167,8.27
289.208,8.22
289.25,8.22
289.292,8.245
289.333,8.245
289.375,8.245
289.417,8.245
289.458,8.617777778
289.5,9.485
289.542,9.78
289.583,10.02611111
289.625,10.49222222
289.667,9.212777778
289.708,9.187777778
289.75,8.891111111
289.792,8.941111111
289.833,8.866111111
289.875,8.717222222
289.917,8.617777778
289.958,8.567777778
290,8.542777778
290.042,8.692777778
290.083,8.667777778
290.125,8.692777778
290.167,8.642777778
290.208,8.617777778
290.25,8.567777778
290.292,8.592777778
290.333,8.592777778
290.375,8.567777778
290.417,8.742222222
290.458,8.891111111
290.5,8.245
290.542,8.17
290.583,8.245
290.625,8.493888889
290.667,8.742222222
290.708,8.493888889
290.75,8.468888889
290.792,8.468888889
290.833,8.443888889
290.875,8.443888889
290.917,8.443888889
290.958,8.443888889
291,8.443888889
291.042,8.443888889
291.083,8.443888889
291.125,8.443888889
291.167,8.393888889
291.208,8.318888889
291.25,8.295
291.292,8.27
291.333,8.22
291.375,8.22
291.417,8.245
291.458,8.692777778
291.5,9.533888889
291.542,9.113888889
291.583,9.485
291.625,9.657222222
291.667,9.805
291.708,10.85777778
291.75,11.54
291.792,10.73611111
291.833,9.262222222
291.875,10.54111111
291.917,11.27277778
291.958,11.175
292,11.175
292.042,10.88277778
292.083,10.76111111
292.125,9.977222222
292.167,10.39388889
292.208,10.27111111
292.25,9.731111111
292.292,9.878888889
292.333,9.828888889
292.375,9.557777778
292.417,9.853888889
292.458,9.41
292.5,10.05111111
292.542,11.05277778
292.583,9.952222222
292.625,8.692777778
292.667,8.12
292.708,8.07
292.75,8.07
292.792,8.07
292.833,8.095
292.875,8.195
292.917,8.22
292.958,8.245
293,8.245
293.042,8.245
293.083,8.27
293.125,8.295
293.167,8.27
293.208,8.295
293.25,8.27
293.292,8.27
293.333,8.318888889
293.375,8.295
293.417,8.368888889
293.458,8.965
293.5,9.361111111
293.542,8.891111111
293.583,8.443888889
293.625,8.27
293.667,8.195
293.708,8.07
293.75,8.07
293.792,8.095
293.833,8.095
293.875,8.095
293.917,8.195
293.958,8.245
294,8.22
294.042,8.22
294.083,8.245
294.125,8.27
294.167,8.295
294.208,8.27
294.25,8.245
294.292,8.295
294.333,8.27
294.375,8.295
294.417,8.368888889
294.458,8.792222222
294.5,9.063888889
294.542,9.187777778
294.583,8.393888889
294.625,8.17
294.667,8.12
294.708,8.07
294.75,8.07
294.792,8.07
294.833,8.07
294.875,8.095
294.917,8.17
294.958,8.12
295,8.12
295.042,8.12
295.083,8.095
295.125,8.095
295.167,8.12
295.208,8.12
295.25,8.12
295.292,8.095
295.333,8.17
295.375,8.17
295.417,8.245
295.458,8.891111111
295.5,9.287222222
295.542,9.682222222
295.583,9.138888889
295.625,9.336111111
295.667,9.41
295.708,9.485
295.75,9.485
295.792,9.088888889
295.833,8.965
295.875,8.866111111
295.917,8.717222222
295.958,8.642777778
296,8.542777778
296.042,8.468888889
296.083,8.443888889
296.125,8.418888889
296.167,8.343888889
296.208,8.343888889
296.25,8.295
296.292,8.295
296.333,8.27
296.375,8.343888889
296.417,8.493888889
296.458,8.717222222
296.5,8.742222222
296.542,8.817222222
296.583,8.567777778
296.625,8.767222222
296.667,8.717222222
296.708,8.542777778
296.75,8.518888889
296.792,8.493888889
296.833,8.443888889
296.875,8.418888889
296.917,8.418888889
296.958,8.393888889
297,8.343888889
297.042,8.318888889
297.083,8.295
297.125,8.27
297.167,8.27
297.208,8.245
297.25,8.245
297.292,8.22
297.333,8.27
297.375,8.318888889
297.417,8.418888889
297.458,8.891111111
297.5,8.965
297.542,8.717222222
297.583,8.592777778
297.625,9.287222222
297.667,9.952222222
297.708,9.187777778
297.75,8.99
297.792,8.841111111
297.833,8.742222222
297.875,8.642777778
297.917,8.542777778
297.958,8.443888889
298,8.443888889
298.042,8.393888889
298.083,8.368888889
298.125,8.318888889
298.167,8.318888889
298.208,8.295
298.25,8.245
298.292,8.245
298.333,8.22
298.375,8.245
298.417,8.295
298.458,8.841111111
298.5,8.841111111
298.542,8.742222222
298.583,9.533888889
298.625,9.607777778
298.667,9.162777778
298.708,9.138888889
298.75,8.965
298.792,10.02611111
298.833,10.93222222
298.875,9.878888889
298.917,10.41777778
298.958,10.02611111
299,9.828888889
299.042,9.706111111
299.083,9.361111111
299.125,8.99
299.167,8.792222222
299.208,8.742222222
299.25,8.542777778
299.292,8.542777778
299.333,8.443888889
299.375,8.468888889
299.417,8.617777778
299.458,8.941111111
299.5,8.891111111
299.542,9.187777778
299.583,8.642777778
299.625,9.756111111
299.667,10.1
299.708,9.977222222
299.75,9.237777778
299.792,9.113888889
299.833,8.965
299.875,8.817222222
299.917,8.742222222
299.958,8.692777778
300,8.567777778
300.042,8.493888889
300.083,8.443888889
300.125,8.418888889
300.167,8.393888889
300.208,8.393888889
300.25,8.318888889
300.292,8.343888889
300.333,8.295
300.375,8.318888889
300.417,8.468888889
300.458,8.742222222
300.5,8.767222222
300.542,8.941111111
300.583,8.667777778
300.625,8.841111111
300.667,9.187777778
300.708,9.977222222
300.75,9.088888889
300.792,8.941111111
300.833,8.866111111
300.875,8.792222222
300.917,8.692777778
300.958,8.617777778
301,8.518888889
301.042,8.493888889
301.083,8.468888889
301.125,8.443888889
301.167,8.418888889
301.208,8.418888889
301.25,8.393888889
301.292,8.393888889
301.333,8.393888889
301.375,8.443888889
301.417,8.542777778
301.458,8.592777778
301.5,8.841111111
301.542,8.99
301.583,8.742222222
301.625,8.817222222
301.667,8.891111111
301.708,8.792222222
301.75,8.717222222
301.792,8.742222222
301.833,8.692777778
301.875,8.642777778
301.917,8.617777778
301.958,8.567777778
302,8.542777778
302.042,8.542777778
302.083,8.542777778
302.125,8.493888889
302.167,8.493888889
302.208,8.468888889
302.25,8.468888889
302.292,8.443888889
302.333,8.468888889
302.375,8.468888889
302.417,8.567777778
302.458,9.485
302.5,9.977222222
302.542,9.731111111
302.583,10.32
302.625,11.34611111
302.667,10.14888889
302.708,10.27111111
302.75,10.14888889
302.792,9.557777778
302.833,9.015
302.875,8.965
302.917,8.792222222
302.958,8.767222222
303,8.692777778
303.042,8.542777778
303.083,8.493888889
303.125,8.443888889
303.167,8.393888889
303.208,8.343888889
303.25,8.318888889
303.292,8.295
303.333,8.295
303.375,8.368888889
303.417,8.368888889
303.458,8.518888889
303.5,8.27
303.542,8.343888889
303.583,8.195
303.625,8.343888889
303.667,8.145
303.708,8.12
303.75,8.12
303.792,8.12
303.833,8.145
303.875,8.145
303.917,8.22
303.958,8.245
304,8.27
304.042,8.245
304.083,8.245
304.125,8.27
304.167,8.295
304.208,8.27
304.25,8.295
304.292,8.27
304.333,8.295
304.375,8.318888889
304.417,8.368888889
304.458,8.493888889
304.5,8.817222222
304.542,8.343888889
304.583,8.12
304.625,8.095
304.667,8.07
304.708,8.07
304.75,8.095
304.792,8.095
304.833,8.095
304.875,8.095
304.917,8.195
304.958,8.22
305,8.22
305.042,8.22
305.083,8.27
305.125,8.27
305.167,8.27
305.208,8.27
305.25,8.27
305.292,8.27
305.333,8.295
305.375,8.343888889
305.417,8.368888889
305.458,8.817222222
305.5,8.318888889
305.542,8.12
305.583,8.095
305.625,8.095
305.667,8.095
305.708,8.07
305.75,8.07
305.792,8.07
305.833,8.095
305.875,8.095
305.917,8.195
305.958,8.22
306,8.22
306.042,8.245
306.083,8.245
306.125,8.245
306.167,8.245
306.208,8.27
306.25,8.27
306.292,8.22
306.333,8.095
306.375,8.095
306.417,8.095
306.458,8.12
306.5,8.12
306.542,8.12
306.583,8.12
306.625,8.12
306.667,8.095
306.708,8.095
306.75,8.095
306.792,8.095
306.833,8.095
306.875,8.095
306.917,8.195
306.958,8.195
307,8.22
307.042,8.22
307.083,8.245
307.125,8.295
307.167,8.245
307.208,8.22
307.25,8.245
307.292,8.27
307.333,8.318888889
307.375,8.343888889
307.417,8.393888889
307.458,8.245
307.5,8.095
307.542,8.095
307.583,8.095
307.625,8.095
307.667,8.095
307.708,8.07
307.75,8.07
307.792,8.095
307.833,8.095
307.875,8.095
307.917,8.195
307.958,8.22
308,8.245
308.042,8.245
308.083,8.27
308.125,8.27
308.167,8.245
308.208,8.27
308.25,8.27
308.292,8.27
308.333,8.295
308.375,8.295
308.417,8.318888889
308.458,8.443888889
308.5,8.468888889
308.542,8.295
308.583,8.095
308.625,8.095
308.667,8.095
308.708,8.07
308.75,8.07
308.792,8.095
308.833,8.095
308.875,8.095
308.917,8.095
308.958,8.12
309,8.245
309.042,8.195
309.083,8.245
309.125,8.245
309.167,8.245
309.208,8.245
309.25,8.22
309.292,8.27
309.333,8.295
309.375,8.245
309.417,8.295
309.458,8.567777778
309.5,8.343888889
309.542,8.12
309.583,8.12
309.625,8.12
309.667,8.095
309.708,8.095
309.75,8.095
309.792,8.095
309.833,8.095
309.875,8.095
309.917,8.12
309.958,8.145
310,8.22
310.042,8.195
310.083,8.22
310.125,8.245
310.167,8.195
310.208,8.195
310.25,8.195
310.292,8.195
310.333,8.22
310.375,8.195
310.417,8.22
310.458,8.542777778
310.5,8.667777778
310.542,8.368888889
310.583,8.12
310.625,8.12
310.667,8.095
310.708,8.095
310.75,8.095
310.792,8.095
310.833,8.095
310.875,8.095
310.917,8.095
310.958,8.195
311,8.195
311.042,8.195
311.083,8.195
311.125,8.195
311.167,8.145
311.208,8.195
311.25,8.12
311.292,8.145
311.333,8.195
311.375,8.145
311.417,8.17
311.458,8.12
311.5,8.12
311.542,8.145
311.583,8.095
311.625,8.12
311.667,8.07
311.708,8.07
311.75,8.07
311.792,8.095
311.833,8.095
311.875,8.12
311.917,8.195
311.958,8.22
312,8.22
312.042,8.145
312.083,8.17
312.125,8.195
312.167,8.195
312.208,8.145
312.25,8.22
312.292,8.07
312.333,8.195
312.375,8.12
312.417,8.195
312.458,8.443888889
312.5,8.542777778
312.542,8.767222222
312.583,8.493888889
312.625,8.567777778
312.667,8.318888889
312.708,8.145
312.75,8.095
312.792,8.095
312.833,8.095
312.875,8.095
312.917,8.095
312.958,8.12
313,8.17
313.042,8.145
313.083,8.17
313.125,8.17
313.167,8.17
313.208,8.145
313.25,8.145
313.292,8.22
313.333,8.17
313.375,8.17
313.417,8.245
313.458,8.567777778
313.5,8.792222222
313.542,8.667777778
313.583,8.817222222
313.625,9.162777778
313.667,8.965
313.708,9.187777778
313.75,9.113888889
313.792,8.393888889
313.833,8.12
313.875,8.145
313.917,8.145
313.958,8.245
314,8.195
314.042,8.245
314.083,8.245
314.125,8.245
314.167,8.195
314.208,8.195
314.25,8.195
314.292,8.145
314.333,8.17
314.375,8.245
314.417,8.245
314.458,8.592777778
314.5,8.916111111
314.542,8.792222222
314.583,9.485
314.625,8.792222222
314.667,9.138888889
314.708,8.518888889
314.75,8.095
314.792,8.045
314.833,8.07
314.875,8.07
314.917,8.07
314.958,8.07
315,8.12
315.042,8.12
315.083,8.12
315.125,8.145
315.167,8.07
315.208,8.095
315.25,8.095
315.292,8.095
315.333,8.17
315.375,8.195
315.417,8.195
315.458,8.493888889
315.5,8.617777778
315.542,8.667777778
315.583,8.468888889
315.625,8.468888889
315.667,8.393888889
315.708,8.22
315.75,8.12
315.792,8.095
315.833,8.095
315.875,8.095
315.917,8.12
315.958,8.145
316,8.195
316.042,8.195
316.083,8.195
316.125,8.195
316.167,8.17
316.208,8.195
316.25,8.17
316.292,8.17
316.333,8.17
316.375,8.145
316.417,8.17
316.458,8.617777778
316.5,8.493888889
316.542,8.642777778
316.583,8.592777778
316.625,8.742222222
316.667,8.343888889
316.708,8.145
316.75,8.12
316.792,8.145
316.833,8.145
316.875,8.145
316.917,8.145
316.958,8.22
317,8.27
317.042,8.27
317.083,8.245
317.125,8.27
317.167,8.22
317.208,8.245
317.25,8.27
317.292,8.245
317.333,8.27
317.375,8.27
317.417,8.318888889
317.458,8.393888889
317.5,8.667777778
317.542,8.742222222
317.583,8.592777778
317.625,8.792222222
317.667,8.592777778
317.708,8.318888889
317.75,8.095
317.792,8.095
317.833,8.07
317.875,8.095
317.917,8.145
317.958,8.17
318,8.195
318.042,8.17
318.083,8.195
318.125,8.145
318.167,8.195
318.208,8.245
318.25,8.22
318.292,8.195
318.333,8.22
318.375,8.195
318.417,8.245
318.458,8.468888889
318.5,8.667777778
318.542,8.667777778
318.583,8.318888889
318.625,8.12
318.667,8.095
318.708,8.07
318.75,8.07
318.792,8.095
318.833,8.095
318.875,8.095
318.917,8.095
318.958,8.095
319,8.12
319.042,8.17
319.083,8.145
319.125,8.17
319.167,8.17
319.208,8.195
319.25,8.17
319.292,8.145
319.333,8.145
319.375,8.145
319.417,8.17
319.458,8.343888889
319.5,8.767222222
319.542,8.692777778
319.583,8.767222222
319.625,9.138888889
319.667,8.343888889
319.708,8.095
319.75,8.095
319.792,8.095
319.833,8.095
319.875,8.12
319.917,8.195
319.958,8.245
320,8.195
320.042,8.195
320.083,8.22
320.125,8.22
320.167,8.245
320.208,8.22
320.25,8.22
320.292,8.17
320.333,8.17
320.375,8.22
320.417,8.27
320.458,8.493888889
320.5,8.841111111
320.542,8.792222222
320.583,8.343888889
320.625,8.145
320.667,8.12
320.708,8.095
320.75,8.095
320.792,8.095
320.833,8.095
320.875,8.095
320.917,8.095
320.958,8.12
321,8.145
321.042,8.195
321.083,8.17
321.125,8.195
321.167,8.195
321.208,8.22
321.25,8.145
321.292,8.17
321.333,8.17
321.375,8.22
321.417,8.22
321.458,8.617777778
321.5,8.767222222
321.542,8.642777778
321.583,8.443888889
321.625,8.542777778
321.667,8.295
321.708,8.095
321.75,8.095
321.792,8.095
321.833,8.095
321.875,8.095
321.917,8.17
321.958,8.17
322,8.195
322.042,8.245
322.083,8.195
322.125,8.195
322.167,8.195
322.208,8.17
322.25,8.195
322.292,8.22
322.333,8.145
322.375,8.17
322.417,8.195
322.458,8.443888889
322.5,8.617777778
322.542,8.667777778
322.583,8.493888889
322.625,8.318888889
322.667,8.145
322.708,8.095
322.75,8.095
322.792,8.12
322.833,8.095
322.875,8.095
322.917,8.12
322.958,8.095
323,8.145
323.042,8.12
323.083,8.17
323.125,8.145
323.167,8.145
323.208,8.195
323.25,8.12
323.292,8.095
323.333,8.07
323.375,8.12
323.417,8.195
323.458,8.567777778
323.5,8.27
323.542,8.22
323.583,8.195
323.625,8.195
323.667,8.145
323.708,8.12
323.75,8.095
323.792,8.12
323.833,8.12
323.875,8.195
323.917,8.195
323.958,8.22
324,8.145
324.042,8.195
324.083,8.22
324.125,8.22
324.167,8.195
324.208,8.195
324.25,8.17
324.292,8.17
324.333,8.145
324.375,8.145
324.417,8.22
324.458,8.542777778
324.5,8.542777778
324.542,8.567777778
324.583,8.468888889
324.625,8.393888889
324.667,8.27
324.708,8.095
324.75,8.095
324.792,8.095
324.833,8.095
324.875,8.095
324.917,8.12
324.958,8.195
325,8.22
325.042,8.245
325.083,8.22
325.125,8.245
325.167,8.245
325.208,8.295
325.25,8.27
325.292,8.27
325.333,8.295
325.375,8.27
325.417,8.295
325.458,8.295
325.5,8.27
325.542,8.295
325.583,8.245
325.625,8.12
325.667,8.12
325.708,8.095
325.75,8.095
325.792,8.12
325.833,8.12
325.875,8.12
325.917,8.07
325.958,8.07
326,8.17
326.042,8.195
326.083,8.195
326.125,8.22
326.167,8.195
326.208,8.22
326.25,8.195
326.292,8.095
326.333,8.095
326.375,8.095
326.417,8.145
326.458,8.145
326.5,8.145
326.542,8.145
326.583,8.17
326.625,8.17
326.667,8.17
326.708,8.12
326.75,8.12
326.792,8.12
326.833,8.12
326.875,8.195
326.917,8.245
326.958,8.245
327,8.245
327.042,8.245
327.083,8.27
327.125,8.27
327.167,8.27
327.208,8.27
327.25,8.245
327.292,8.095
327.333,8.12
327.375,8.195
327.417,8.27
327.458,8.295
327.5,8.318888889
327.542,8.343888889
327.583,8.343888889
327.625,8.368888889
327.667,8.245
327.708,8.12
327.75,8.12
327.792,8.095
327.833,8.095
327.875,8.095
327.917,8.095
327.958,8.07
328,8.145
328.042,8.195
328.083,8.22
328.125,8.22
328.167,8.22
328.208,8.245
328.25,8.245
328.292,8.195
328.333,8.12
328.375,8.12
328.417,8.245
328.458,8.443888889
328.5,8.493888889
328.542,8.493888889
328.583,8.518888889
328.625,8.368888889
328.667,8.145
328.708,8.12
328.75,8.145
328.792,8.145
328.833,8.145
328.875,8.145
328.917,8.145
328.958,8.145
329,8.22
329.042,8.295
329.083,8.295
329.125,8.295
329.167,8.318888889
329.208,8.318888889
329.25,8.27
329.292,8.17
329.333,8.17
329.375,8.17
329.417,8.27
329.458,8.393888889
329.5,8.667777778
329.542,8.592777778
329.583,8.567777778
329.625,8.592777778
329.667,8.567777778
329.708,8.592777778
329.75,8.493888889
329.792,8.468888889
329.833,8.443888889
329.875,8.443888889
329.917,8.418888889
329.958,8.393888889
330,8.393888889
330.042,8.393888889
330.083,8.368888889
330.125,8.368888889
330.167,8.368888889
330.208,8.343888889
330.25,8.343888889
330.292,8.368888889
330.333,8.368888889
330.375,8.368888889
330.417,8.418888889
330.458,8.443888889
330.5,8.518888889
330.542,8.493888889
330.583,8.318888889
330.625,8.12
330.667,8.12
330.708,8.095
330.75,8.095
330.792,8.095
330.833,8.095
330.875,8.095
330.917,8.07
330.958,8.095
331,8.095
331.042,8.17
331.083,8.195
331.125,8.22
331.167,8.245
331.208,8.245
331.25,8.27
331.292,8.27
331.333,8.295
331.375,8.318888889
331.417,8.318888889
331.458,8.343888889
331.5,8.343888889
331.542,8.393888889
331.583,8.443888889
331.625,8.418888889
331.667,8.245
331.708,8.095
331.75,8.095
331.792,8.095
331.833,8.095
331.875,8.095
331.917,8.095
331.958,8.095
332,8.195
332.042,8.245
332.083,8.27
332.125,8.27
332.167,8.295
332.208,8.318888889
332.25,8.295
332.292,8.318888889
332.333,8.318888889
332.375,8.368888889
332.417,8.443888889
332.458,8.468888889
332.5,8.542777778
332.542,8.667777778
332.583,8.642777778
332.625,8.592777778
332.667,8.592777778
332.708,8.27
332.75,8.12
332.792,8.12
332.833,8.12
332.875,8.145
332.917,8.22
332.958,8.27
333,8.318888889
333.042,8.343888889
333.083,8.368888889
333.125,8.393888889
333.167,8.393888889
333.208,8.368888889
333.25,8.343888889
333.292,8.318888889
333.333,8.295
333.375,8.318888889
333.417,8.343888889
333.458,8.295
333.5,8.17
333.542,8.17
333.583,8.195
333.625,8.17
333.667,8.195
333.708,8.145
333.75,8.145
333.792,8.145
333.833,8.145
333.875,8.22
