$inflow Tw for qdt Tw year 2019 YC 03/13/2023,
193.25,7.041111111
193.292,7.041111111
193.333,7.041111111
193.375,7.041111111
193.417,7.041111111
193.458,7.066111111
193.5,7.066111111
193.542,7.091111111
193.583,7.091111111
193.625,7.066111111
193.667,7.066111111
193.708,7.066111111
193.75,7.041111111
193.792,7.066111111
193.833,7.041111111
193.875,7.015
193.917,7.041111111
193.958,7.015
194,7.015
194.042,7.015
194.083,6.99
194.125,7.015
194.167,7.015
194.208,6.99
194.25,7.015
194.292,6.99
194.333,7.015
194.375,7.015
194.417,7.015
194.458,7.015
194.5,7.015
194.542,7.015
194.583,7.015
194.625,7.015
194.667,7.041111111
194.708,7.041111111
194.75,7.041111111
194.792,7.015
194.833,7.015
194.875,7.041111111
194.917,7.041111111
194.958,7.041111111
195,7.041111111
195.042,7.041111111
195.083,7.041111111
195.125,7.041111111
195.167,7.041111111
195.208,7.041111111
195.25,7.066111111
195.292,7.041111111
195.333,7.041111111
195.375,7.066111111
195.417,7.041111111
195.458,7.041111111
195.5,7.041111111
195.542,7.066111111
195.583,7.066111111
195.625,7.091111111
195.667,7.066111111
195.708,7.041111111
195.75,7.041111111
195.792,7.041111111
195.833,7.015
195.875,7.015
195.917,7.041111111
195.958,7.015
196,7.041111111
196.042,7.041111111
196.083,7.041111111
196.125,7.041111111
196.167,7.015
196.208,7.015
196.25,7.041111111
196.292,7.041111111
196.333,7.041111111
196.375,7.041111111
196.417,7.041111111
196.458,7.041111111
196.5,7.066111111
196.542,7.066111111
196.583,7.066111111
196.625,7.066111111
196.667,7.091111111
196.708,7.066111111
196.75,7.041111111
196.792,7.066111111
196.833,7.041111111
196.875,7.041111111
196.917,7.066111111
196.958,7.091111111
197,7.066111111
197.042,7.066111111
197.083,7.066111111
197.125,7.091111111
197.167,7.091111111
197.208,7.066111111
197.25,7.066111111
197.292,7.066111111
197.333,7.066111111
197.375,7.167222222
197.417,7.217222222
197.458,7.192222222
197.5,7.167222222
197.542,7.091111111
197.583,7.091111111
197.625,7.091111111
197.667,7.091111111
197.708,7.041111111
197.75,7.041111111
197.792,7.041111111
197.833,7.041111111
197.875,7.041111111
197.917,7.041111111
197.958,7.041111111
198,7.066111111
198.042,7.066111111
198.083,7.066111111
198.125,7.066111111
198.167,7.066111111
198.208,7.066111111
198.25,7.066111111
198.292,7.041111111
198.333,7.041111111
198.375,7.041111111
198.417,7.041111111
198.458,7.066111111
198.5,7.066111111
198.542,7.066111111
198.583,7.091111111
198.625,7.066111111
198.667,7.091111111
198.708,7.066111111
198.75,7.015
198.792,7.041111111
198.833,7.041111111
198.875,7.041111111
198.917,7.041111111
198.958,7.041111111
199,7.041111111
199.042,7.041111111
199.083,7.041111111
199.125,7.066111111
199.167,7.041111111
199.208,7.041111111
199.25,7.015
199.292,7.041111111
199.333,7.041111111
199.375,7.041111111
199.417,7.015
199.458,7.041111111
199.5,7.091111111
199.542,7.091111111
199.583,7.091111111
199.625,7.116111111
199.667,7.091111111
199.708,7.066111111
199.75,7.066111111
199.792,7.041111111
199.833,7.041111111
199.875,7.015
199.917,7.041111111
199.958,7.066111111
200,7.041111111
200.042,7.066111111
200.083,7.066111111
200.125,7.091111111
200.167,7.066111111
200.208,7.041111111
200.25,7.066111111
200.292,7.066111111
200.333,7.041111111
200.375,7.066111111
200.417,7.091111111
200.458,7.091111111
200.5,7.091111111
200.542,7.091111111
200.583,7.091111111
200.625,7.091111111
200.667,7.091111111
200.708,7.091111111
200.75,7.091111111
200.792,7.066111111
200.833,7.091111111
200.875,7.091111111
200.917,7.091111111
200.958,7.091111111
201,7.091111111
201.042,7.091111111
201.083,7.091111111
201.125,7.066111111
201.167,7.066111111
201.208,7.041111111
201.25,7.066111111
201.292,7.066111111
201.333,7.066111111
201.375,7.066111111
201.417,7.066111111
201.458,7.066111111
201.5,7.091111111
201.542,7.091111111
201.583,7.091111111
201.625,7.091111111
201.667,7.091111111
201.708,7.091111111
201.75,7.066111111
201.792,7.066111111
201.833,7.066111111
201.875,7.066111111
201.917,7.066111111
201.958,7.066111111
202,7.091111111
202.042,7.091111111
202.083,7.091111111
202.125,7.091111111
202.167,7.066111111
202.208,7.041111111
202.25,7.041111111
202.292,7.041111111
202.333,7.041111111
202.375,7.066111111
202.417,7.066111111
202.458,7.066111111
202.5,7.066111111
202.542,7.091111111
202.583,7.091111111
202.625,7.066111111
202.667,7.066111111
202.708,7.066111111
202.75,7.066111111
202.792,7.066111111
202.833,7.066111111
202.875,7.066111111
202.917,7.066111111
202.958,7.091111111
203,7.091111111
203.042,7.091111111
203.083,7.041111111
203.125,7.041111111
203.167,7.041111111
203.208,7.066111111
203.25,7.041111111
203.292,7.066111111
203.333,7.066111111
203.375,7.066111111
203.417,7.066111111
203.458,7.066111111
203.5,7.091111111
203.542,7.091111111
203.583,7.091111111
203.625,7.116111111
203.667,7.091111111
203.708,7.091111111
203.75,7.066111111
203.792,7.066111111
203.833,7.066111111
203.875,7.066111111
203.917,7.041111111
203.958,7.041111111
204,7.066111111
204.042,7.066111111
204.083,7.091111111
204.125,7.091111111
204.167,7.066111111
204.208,7.066111111
204.25,7.066111111
204.292,7.066111111
204.333,7.066111111
204.375,7.091111111
204.417,7.091111111
204.458,7.091111111
204.5,7.116111111
204.542,7.142222222
204.583,7.116111111
204.625,7.116111111
204.667,7.116111111
204.708,7.091111111
204.75,7.091111111
204.792,7.091111111
204.833,7.116111111
204.875,7.091111111
204.917,7.091111111
204.958,7.091111111
205,7.091111111
205.042,7.091111111
205.083,7.091111111
205.125,7.091111111
205.167,7.091111111
205.208,7.091111111
205.25,7.091111111
205.292,7.116111111
205.333,7.091111111
205.375,7.091111111
205.417,7.091111111
205.458,7.091111111
205.5,7.116111111
205.542,7.116111111
205.583,7.116111111
205.625,7.142222222
205.667,7.116111111
205.708,7.091111111
205.75,7.091111111
205.792,7.091111111
205.833,7.116111111
205.875,7.116111111
205.917,7.091111111
205.958,7.091111111
206,7.091111111
206.042,7.116111111
206.083,7.116111111
206.125,7.091111111
206.167,7.066111111
206.208,7.066111111
206.25,7.091111111
206.292,7.091111111
206.333,7.142222222
206.375,7.116111111
206.417,7.116111111
206.458,7.116111111
206.5,7.116111111
206.542,7.116111111
206.583,7.116111111
206.625,7.116111111
206.667,7.116111111
206.708,7.116111111
206.75,7.091111111
206.792,7.091111111
206.833,7.091111111
206.875,7.091111111
206.917,7.091111111
206.958,7.116111111
207,7.116111111
207.042,7.066111111
207.083,7.066111111
207.125,7.066111111
207.167,7.066111111
207.208,7.041111111
207.25,7.066111111
207.292,7.041111111
207.333,7.091111111
207.375,7.066111111
207.417,7.091111111
207.458,7.091111111
207.5,7.142222222
207.542,7.116111111
207.583,7.116111111
207.625,7.116111111
207.667,7.091111111
207.708,7.091111111
207.75,7.091111111
207.792,7.091111111
207.833,7.116111111
207.875,7.091111111
207.917,7.091111111
207.958,7.066111111
208,7.066111111
208.042,7.066111111
208.083,7.041111111
208.125,7.066111111
208.167,7.066111111
208.208,7.041111111
208.25,7.066111111
208.292,7.041111111
208.333,7.066111111
208.375,7.066111111
208.417,7.066111111
208.458,7.066111111
208.5,7.142222222
208.542,7.116111111
208.583,7.091111111
208.625,7.091111111
208.667,7.091111111
208.708,7.091111111
208.75,7.091111111
208.792,7.091111111
208.833,7.091111111
208.875,7.066111111
208.917,7.066111111
208.958,7.091111111
209,7.091111111
209.042,7.091111111
209.083,7.066111111
209.125,7.066111111
209.167,7.066111111
209.208,7.066111111
209.25,7.066111111
209.292,7.066111111
209.333,7.066111111
209.375,7.066111111
209.417,7.066111111
209.458,7.091111111
209.5,7.142222222
209.542,7.091111111
209.583,7.066111111
209.625,7.066111111
209.667,7.066111111
209.708,7.066111111
209.75,7.066111111
209.792,7.091111111
209.833,7.091111111
209.875,7.116111111
209.917,7.091111111
209.958,7.041111111
210,7.041111111
210.042,7.116111111
210.083,7.116111111
210.125,7.066111111
210.167,7.091111111
210.208,7.091111111
210.25,7.091111111
210.292,7.091111111
210.333,7.091111111
210.375,7.091111111
210.417,7.091111111
210.458,7.091111111
210.5,7.192222222
210.542,7.142222222
210.583,7.116111111
210.625,7.142222222
210.667,7.142222222
210.708,7.091111111
210.75,7.116111111
210.792,7.116111111
210.833,7.116111111
210.875,7.116111111
210.917,7.091111111
210.958,7.091111111
211,7.116111111
211.042,7.091111111
211.083,7.116111111
211.125,7.116111111
211.167,7.091111111
211.208,7.066111111
211.25,7.091111111
211.292,7.091111111
211.333,7.066111111
211.375,7.066111111
211.417,7.091111111
211.458,7.091111111
211.5,7.116111111
211.542,7.091111111
211.583,7.091111111
211.625,7.091111111
211.667,7.091111111
211.708,7.091111111
211.75,7.091111111
211.792,7.091111111
211.833,7.091111111
211.875,7.066111111
211.917,7.066111111
211.958,7.091111111
212,7.066111111
212.042,7.091111111
212.083,7.091111111
212.125,7.091111111
212.167,7.091111111
212.208,7.066111111
212.25,7.066111111
212.292,7.091111111
212.333,7.217222222
212.375,7.292777778
212.417,7.392777778
212.458,7.895
212.5,8.07
212.542,8.789444444
212.583,9.508888889
212.625,9.361111111
212.667,9.015
212.708,8.792222222
212.75,7.87
212.792,7.116111111
212.833,7.116111111
212.875,7.116111111
212.917,7.116111111
212.958,7.116111111
213,7.142222222
213.042,7.142222222
213.083,7.142222222
213.125,7.142222222
213.167,7.242222222
213.208,7.267777778
213.25,7.242222222
213.292,7.317777778
213.333,7.367777778
213.375,7.493888889
213.417,7.493888889
213.458,7.217222222
213.5,7.242222222
213.542,7.142222222
213.583,7.116111111
213.625,7.116111111
213.667,7.116111111
213.708,7.091111111
213.75,7.091111111
213.792,7.091111111
213.833,7.091111111
213.875,7.091111111
213.917,7.091111111
213.958,7.066111111
214,7.091111111
214.042,7.142222222
214.083,7.116111111
214.125,7.091111111
214.167,7.091111111
214.208,7.091111111
214.25,7.142222222
214.292,7.217222222
214.333,7.267777778
214.375,7.418888889
214.417,7.618888889
214.458,7.593888889
214.5,7.142222222
214.542,7.116111111
214.583,7.142222222
214.625,7.142222222
214.667,7.142222222
214.708,7.116111111
214.75,7.116111111
214.792,7.116111111
214.833,7.116111111
214.875,7.142222222
214.917,7.142222222
214.958,7.142222222
215,7.142222222
215.042,7.142222222
215.083,7.091111111
215.125,7.116111111
215.167,7.116111111
215.208,7.116111111
215.25,7.116111111
215.292,7.091111111
215.333,7.091111111
215.375,7.116111111
215.417,7.116111111
215.458,7.116111111
215.5,7.167222222
215.542,7.142222222
215.583,7.116111111
215.625,7.116111111
215.667,7.091111111
215.708,7.091111111
215.75,7.091111111
215.792,7.091111111
215.833,7.116111111
215.875,7.091111111
215.917,7.091111111
215.958,7.066111111
216,7.116111111
216.042,7.116111111
216.083,7.116111111
216.125,7.116111111
216.167,7.091111111
216.208,7.066111111
216.25,7.091111111
216.292,7.091111111
216.333,7.091111111
216.375,7.091111111
216.417,7.116111111
216.458,7.116111111
216.5,7.142222222
216.542,7.116111111
216.583,7.116111111
216.625,7.142222222
216.667,7.116111111
216.708,7.116111111
216.75,7.091111111
216.792,7.116111111
216.833,7.116111111
216.875,7.116111111
216.917,7.116111111
216.958,7.116111111
217,7.142222222
217.042,7.142222222
217.083,7.116111111
217.125,7.116111111
217.167,7.116111111
217.208,7.116111111
217.25,7.091111111
217.292,7.091111111
217.333,7.091111111
217.375,7.091111111
217.417,7.116111111
217.458,7.116111111
217.5,7.167222222
217.542,7.116111111
217.583,7.091111111
217.625,7.091111111
217.667,7.116111111
217.708,7.116111111
217.75,7.091111111
217.792,7.116111111
217.833,7.116111111
217.875,7.091111111
217.917,7.116111111
217.958,7.116111111
218,7.142222222
218.042,7.142222222
218.083,7.116111111
218.125,7.091111111
218.167,7.091111111
218.208,7.116111111
218.25,7.116111111
218.292,7.116111111
218.333,7.292777778
218.375,7.543888889
218.417,8.318888889
218.458,7.695
218.5,8.343888889
218.542,8.343888889
218.583,8.418888889
218.625,8.295
218.667,8.343888889
218.708,8.393888889
218.75,8.145
218.792,8.07
218.833,8.07
218.875,7.97
218.917,8.02
218.958,7.87
219,7.82
219.042,7.745
219.083,7.695
219.125,7.695
219.167,7.67
219.208,7.645
219.25,7.593888889
219.292,7.618888889
219.333,7.618888889
219.375,7.618888889
219.417,7.72
219.458,8.195
219.5,8.17
219.542,8.443888889
219.583,8.195
219.625,8.468888889
219.667,8.717222222
219.708,9.162777778
219.75,9.138888889
219.792,8.99
219.833,8.916111111
219.875,8.817222222
219.917,8.518888889
219.958,8.443888889
220,8.295
220.042,8.195
220.083,8.045
220.125,7.945
220.167,7.895
220.208,7.795
220.25,7.695
220.292,7.67
220.333,7.645
220.375,7.645
220.417,7.745
220.458,8.318888889
220.5,8.443888889
220.542,8.493888889
220.583,8.145
220.625,8.045
220.667,8.02
220.708,7.895
220.75,7.443888889
220.792,7.142222222
220.833,7.142222222
220.875,7.142222222
220.917,7.142222222
220.958,7.167222222
221,7.192222222
221.042,7.192222222
221.083,7.192222222
221.125,7.192222222
221.167,7.167222222
221.208,7.167222222
221.25,7.167222222
221.292,7.167222222
221.333,7.167222222
221.375,7.217222222
221.417,7.192222222
221.458,7.142222222
221.5,7.142222222
221.542,7.142222222
221.583,7.167222222
221.625,7.167222222
221.667,7.167222222
221.708,7.167222222
221.75,7.142222222
221.792,7.142222222
221.833,7.142222222
221.875,7.142222222
221.917,7.167222222
221.958,7.192222222
222,7.192222222
222.042,7.192222222
222.083,7.192222222
222.125,7.267777778
222.167,7.342777778
222.208,7.418888889
222.25,7.367777778
222.292,7.142222222
222.333,7.142222222
222.375,7.142222222
222.417,7.217222222
222.458,7.167222222
222.5,7.142222222
222.542,7.142222222
222.583,7.167222222
222.625,7.142222222
222.667,7.142222222
222.708,7.142222222
222.75,7.142222222
222.792,7.142222222
222.833,7.142222222
222.875,7.142222222
222.917,7.167222222
222.958,7.167222222
223,7.142222222
223.042,7.167222222
223.083,7.142222222
223.125,7.116111111
223.167,7.116111111
223.208,7.116111111
223.25,7.116111111
223.292,7.116111111
223.333,7.116111111
223.375,7.116111111
223.417,7.116111111
223.458,7.142222222
223.5,7.142222222
223.542,7.142222222
223.583,7.142222222
223.625,7.142222222
223.667,7.142222222
223.708,7.142222222
223.75,7.142222222
223.792,7.142222222
223.833,7.167222222
223.875,7.142222222
223.917,7.142222222
223.958,7.167222222
224,7.142222222
224.042,7.142222222
224.083,7.142222222
224.125,7.116111111
224.167,7.116111111
224.208,7.116111111
224.25,7.142222222
224.292,7.142222222
224.333,7.142222222
224.375,7.167222222
224.417,7.142222222
224.458,7.142222222
224.5,7.167222222
224.542,7.167222222
224.583,7.142222222
224.625,7.142222222
224.667,7.142222222
224.708,7.091111111
224.75,7.091111111
224.792,7.091111111
224.833,7.091111111
224.875,7.116111111
224.917,7.116111111
224.958,7.116111111
225,7.091111111
225.042,7.091111111
225.083,7.091111111
225.125,7.091111111
225.167,7.116111111
225.208,7.116111111
225.25,7.091111111
225.292,7.116111111
225.333,7.116111111
225.375,7.116111111
225.417,7.142222222
225.458,7.142222222
225.5,7.167222222
225.542,7.142222222
225.583,7.167222222
225.625,7.167222222
225.667,7.142222222
225.708,7.116111111
225.75,7.142222222
225.792,7.142222222
225.833,7.142222222
225.875,7.142222222
225.917,7.142222222
225.958,7.142222222
226,7.142222222
226.042,7.142222222
226.083,7.142222222
226.125,7.116111111
226.167,7.116111111
226.208,7.091111111
226.25,7.116111111
226.292,7.116111111
226.333,7.116111111
226.375,7.116111111
226.417,7.116111111
226.458,7.142222222
226.5,7.142222222
226.542,7.142222222
226.583,7.142222222
226.625,7.142222222
226.667,7.142222222
226.708,7.116111111
226.75,7.116111111
226.792,7.091111111
226.833,7.116111111
226.875,7.116111111
226.917,7.091111111
226.958,7.116111111
227,7.116111111
227.042,7.116111111
227.083,7.116111111
227.125,7.116111111
227.167,7.116111111
227.208,7.116111111
227.25,7.116111111
227.292,7.116111111
227.333,7.142222222
227.375,7.142222222
227.417,7.167222222
227.458,7.167222222
227.5,7.217222222
227.542,7.192222222
227.583,7.192222222
227.625,7.167222222
227.667,7.167222222
227.708,7.167222222
227.75,7.142222222
227.792,7.142222222
227.833,7.142222222
227.875,7.142222222
227.917,7.167222222
227.958,7.142222222
228,7.142222222
228.042,7.142222222
228.083,7.142222222
228.125,7.142222222
228.167,7.142222222
228.208,7.091111111
228.25,7.116111111
228.292,7.116111111
228.333,7.142222222
228.375,7.142222222
228.417,7.142222222
228.458,7.142222222
228.5,7.192222222
228.542,7.167222222
228.583,7.167222222
228.625,7.142222222
228.667,7.142222222
228.708,7.116111111
228.75,7.091111111
228.792,7.142222222
228.833,7.142222222
228.875,7.142222222
228.917,7.142222222
228.958,7.142222222
229,7.167222222
229.042,7.142222222
229.083,7.142222222
229.125,7.091111111
229.167,7.091111111
229.208,7.116111111
229.25,7.116111111
229.292,7.142222222
229.333,7.142222222
229.375,7.142222222
229.417,7.167222222
229.458,7.167222222
229.5,7.267777778
229.542,7.292777778
229.583,7.242222222
229.625,7.217222222
229.667,7.167222222
229.708,7.142222222
229.75,7.142222222
229.792,7.142222222
229.833,7.142222222
229.875,7.116111111
229.917,7.167222222
229.958,7.167222222
230,7.142222222
230.042,7.167222222
230.083,7.167222222
230.125,7.116111111
230.167,7.116111111
230.208,7.116111111
230.25,7.142222222
230.292,7.142222222
230.333,7.142222222
230.375,7.167222222
230.417,7.167222222
230.458,7.167222222
230.5,7.292777778
230.542,7.267777778
230.583,7.267777778
230.625,7.242222222
230.667,7.192222222
230.708,7.192222222
230.75,7.167222222
230.792,7.167222222
230.833,7.167222222
230.875,7.167222222
230.917,7.167222222
230.958,7.167222222
231,7.217222222
231.042,7.242222222
231.083,7.192222222
231.125,7.142222222
231.167,7.142222222
231.208,7.167222222
231.25,7.167222222
231.292,7.142222222
231.333,7.167222222
231.375,7.167222222
231.417,7.142222222
231.458,7.167222222
231.5,7.192222222
231.542,7.217222222
231.583,7.192222222
231.625,7.217222222
231.667,7.217222222
231.708,7.192222222
231.75,7.167222222
231.792,7.167222222
231.833,7.167222222
231.875,7.192222222
231.917,7.192222222
231.958,7.192222222
232,7.217222222
232.042,7.217222222
232.083,7.217222222
232.125,7.192222222
232.167,7.167222222
232.208,7.167222222
232.25,7.167222222
232.292,7.167222222
232.333,7.167222222
232.375,7.192222222
232.417,7.192222222
232.458,7.192222222
232.5,7.192222222
232.542,7.217222222
232.583,7.242222222
232.625,7.217222222
232.667,7.167222222
232.708,7.142222222
232.75,7.142222222
232.792,7.142222222
232.833,7.142222222
232.875,7.167222222
232.917,7.167222222
232.958,7.142222222
233,7.142222222
233.042,7.142222222
233.083,7.142222222
233.125,7.142222222
233.167,7.142222222
233.208,7.116111111
233.25,7.116111111
233.292,7.116111111
233.333,7.116111111
233.375,7.142222222
233.417,7.142222222
233.458,7.167222222
233.5,7.217222222
233.542,7.242222222
233.583,7.167222222
233.625,7.167222222
233.667,7.192222222
233.708,7.167222222
233.75,7.167222222
233.792,7.192222222
233.833,7.167222222
233.875,7.167222222
233.917,7.167222222
233.958,7.192222222
234,7.192222222
234.042,7.167222222
234.083,7.192222222
234.125,7.192222222
234.167,7.192222222
234.208,7.167222222
234.25,7.142222222
234.292,7.167222222
234.333,7.116111111
234.375,7.142222222
234.417,7.167222222
234.458,7.167222222
234.5,7.267777778
234.542,7.317777778
234.583,7.267777778
234.625,7.217222222
234.667,7.167222222
234.708,7.142222222
234.75,7.142222222
234.792,7.142222222
234.833,7.167222222
234.875,7.167222222
234.917,7.167222222
234.958,7.192222222
235,7.192222222
235.042,7.167222222
235.083,7.167222222
235.125,7.142222222
235.167,7.116111111
235.208,7.142222222
235.25,7.142222222
235.292,7.142222222
235.333,7.142222222
235.375,7.167222222
235.417,7.167222222
235.458,7.167222222
235.5,7.217222222
235.542,7.217222222
235.583,7.217222222
235.625,7.192222222
235.667,7.167222222
235.708,7.142222222
235.75,7.142222222
235.792,7.167222222
235.833,7.167222222
235.875,7.167222222
235.917,7.167222222
235.958,7.167222222
236,7.192222222
236.042,7.167222222
236.083,7.142222222
236.125,7.116111111
236.167,7.142222222
236.208,7.142222222
236.25,7.142222222
236.292,7.167222222
236.333,7.167222222
236.375,7.167222222
236.417,7.192222222
236.458,7.192222222
236.5,7.192222222
236.542,7.217222222
236.583,7.217222222
236.625,7.242222222
236.667,7.217222222
236.708,7.192222222
236.75,7.167222222
236.792,7.167222222
236.833,7.192222222
236.875,7.192222222
236.917,7.217222222
236.958,7.242222222
237,7.217222222
237.042,7.217222222
237.083,7.167222222
237.125,7.142222222
237.167,7.142222222
237.208,7.142222222
237.25,7.142222222
237.292,7.142222222
237.333,7.142222222
237.375,7.142222222
237.417,7.142222222
237.458,7.167222222
237.5,7.167222222
237.542,7.167222222
237.583,7.192222222
237.625,7.217222222
237.667,7.217222222
237.708,7.167222222
237.75,7.167222222
237.792,7.167222222
237.833,7.167222222
237.875,7.167222222
237.917,7.167222222
237.958,7.192222222
238,7.167222222
238.042,7.167222222
238.083,7.142222222
238.125,7.142222222
238.167,7.142222222
238.208,7.142222222
238.25,7.142222222
238.292,7.167222222
238.333,7.167222222
238.375,7.167222222
238.417,7.192222222
238.458,7.167222222
238.5,7.242222222
238.542,7.217222222
238.583,7.217222222
238.625,7.217222222
238.667,7.217222222
238.708,7.167222222
238.75,7.167222222
238.792,7.167222222
238.833,7.192222222
238.875,7.192222222
238.917,7.167222222
238.958,7.192222222
239,7.142222222
239.042,7.142222222
239.083,7.142222222
239.125,7.116111111
239.167,7.142222222
239.208,7.116111111
239.25,7.116111111
239.292,7.116111111
239.333,7.116111111
239.375,7.116111111
239.417,7.142222222
239.458,7.142222222
239.5,7.167222222
239.542,7.192222222
239.583,7.192222222
239.625,7.217222222
239.667,7.192222222
239.708,7.167222222
239.75,7.142222222
239.792,7.142222222
239.833,7.142222222
239.875,7.167222222
239.917,7.142222222
239.958,7.167222222
240,7.142222222
240.042,7.116111111
240.083,7.142222222
240.125,7.167222222
240.167,7.192222222
240.208,7.192222222
240.25,7.192222222
240.292,7.192222222
240.333,7.317777778
240.375,7.443888889
240.417,7.568888889
240.458,7.618888889
240.5,7.87
240.542,7.795
240.583,7.845
240.625,7.77
240.667,7.695
240.708,7.192222222
240.75,7.192222222
240.792,7.192222222
240.833,7.192222222
240.875,7.217222222
240.917,7.192222222
240.958,7.242222222
241,7.217222222
241.042,7.242222222
241.083,7.242222222
241.125,7.192222222
241.167,7.192222222
241.208,7.167222222
241.25,7.167222222
241.292,7.192222222
241.333,7.192222222
241.375,7.192222222
241.417,7.192222222
241.458,7.192222222
241.5,7.192222222
241.542,7.192222222
241.583,7.217222222
241.625,7.217222222
241.667,7.192222222
241.708,7.192222222
241.75,7.217222222
241.792,7.217222222
241.833,7.217222222
241.875,7.217222222
241.917,7.217222222
241.958,7.217222222
242,7.217222222
242.042,7.217222222
242.083,7.192222222
242.125,7.167222222
242.167,7.167222222
242.208,7.167222222
242.25,7.167222222
242.292,7.217222222
242.333,7.217222222
242.375,7.167222222
242.417,7.192222222
242.458,7.192222222
242.5,7.192222222
242.542,7.217222222
242.583,7.217222222
242.625,7.217222222
242.667,7.192222222
242.708,7.167222222
242.75,7.167222222
242.792,7.192222222
242.833,7.192222222
242.875,7.192222222
242.917,7.217222222
242.958,7.242222222
243,7.217222222
243.042,7.217222222
243.083,7.217222222
243.125,7.192222222
243.167,7.192222222
243.208,7.192222222
243.25,7.192222222
243.292,7.167222222
243.333,7.192222222
243.375,7.192222222
243.417,7.192222222
243.458,7.192222222
243.5,7.242222222
243.542,7.192222222
243.583,7.192222222
243.625,7.217222222
243.667,7.192222222
243.708,7.167222222
243.75,7.192222222
243.792,7.192222222
243.833,7.192222222
243.875,7.192222222
243.917,7.167222222
243.958,7.167222222
244,7.167222222
244.042,7.167222222
244.083,7.142222222
244.125,7.142222222
244.167,7.142222222
244.208,7.142222222
244.25,7.167222222
244.292,7.167222222
244.333,7.217222222
244.375,7.242222222
244.417,7.242222222
244.458,7.242222222
244.5,7.267777778
244.542,7.242222222
244.583,7.217222222
244.625,7.192222222
244.667,7.192222222
244.708,7.192222222
244.75,7.192222222
244.792,7.192222222
244.833,7.192222222
244.875,7.217222222
244.917,7.217222222
244.958,7.217222222
245,7.242222222
245.042,7.242222222
245.083,7.242222222
245.125,7.167222222
245.167,7.167222222
245.208,7.192222222
245.25,7.192222222
245.292,7.192222222
245.333,7.217222222
245.375,7.217222222
245.417,7.217222222
245.458,7.217222222
245.5,7.242222222
245.542,7.242222222
245.583,7.217222222
245.625,7.242222222
245.667,7.217222222
245.708,7.192222222
245.75,7.192222222
245.792,7.192222222
245.833,7.192222222
245.875,7.217222222
245.917,7.217222222
245.958,7.242222222
246,7.242222222
246.042,7.242222222
246.083,7.242222222
246.125,7.242222222
246.167,7.217222222
246.208,7.217222222
246.25,7.217222222
246.292,7.217222222
246.333,7.192222222
246.375,7.217222222
246.417,7.242222222
246.458,7.242222222
246.5,7.217222222
246.542,7.192222222
246.583,7.167222222
246.625,7.192222222
246.667,7.192222222
246.708,7.167222222
246.75,7.192222222
246.792,7.192222222
246.833,7.192222222
246.875,7.192222222
246.917,7.192222222
246.958,7.217222222
247,7.192222222
247.042,7.217222222
247.083,7.217222222
247.125,7.192222222
247.167,7.192222222
247.208,7.167222222
247.25,7.192222222
247.292,7.192222222
247.333,7.192222222
247.375,7.192222222
247.417,7.217222222
247.458,7.217222222
247.5,7.217222222
247.542,7.217222222
247.583,7.217222222
247.625,7.217222222
247.667,7.192222222
247.708,7.192222222
247.75,7.192222222
247.792,7.192222222
247.833,7.192222222
247.875,7.192222222
247.917,7.192222222
247.958,7.192222222
248,7.192222222
248.042,7.192222222
248.083,7.192222222
248.125,7.192222222
248.167,7.167222222
248.208,7.142222222
248.25,7.142222222
248.292,7.142222222
248.333,7.167222222
248.375,7.192222222
248.417,7.192222222
248.458,7.192222222
248.5,7.192222222
248.542,7.217222222
248.583,7.217222222
248.625,7.217222222
248.667,7.192222222
248.708,7.167222222
248.75,7.192222222
248.792,7.167222222
248.833,7.167222222
248.875,7.192222222
248.917,7.217222222
248.958,7.242222222
249,7.242222222
249.042,7.242222222
249.083,7.217222222
249.125,7.192222222
249.167,7.167222222
249.208,7.192222222
249.25,7.192222222
249.292,7.167222222
249.333,7.192222222
249.375,7.192222222
249.417,7.217222222
249.458,7.217222222
249.5,7.242222222
249.542,7.242222222
249.583,7.242222222
249.625,7.217222222
249.667,7.217222222
249.708,7.192222222
249.75,7.192222222
249.792,7.192222222
249.833,7.217222222
249.875,7.217222222
249.917,7.242222222
249.958,7.242222222
250,7.242222222
250.042,7.267777778
250.083,7.242222222
250.125,7.242222222
250.167,7.242222222
250.208,7.217222222
250.25,7.217222222
250.292,7.217222222
250.333,7.217222222
250.375,7.217222222
250.417,7.242222222
250.458,7.242222222
250.5,7.242222222
250.542,7.217222222
250.583,7.217222222
250.625,7.217222222
250.667,7.242222222
250.708,7.217222222
250.75,7.217222222
250.792,7.192222222
250.833,7.167222222
250.875,7.192222222
250.917,7.217222222
250.958,7.242222222
251,7.217222222
251.042,7.242222222
251.083,7.242222222
251.125,7.217222222
251.167,7.242222222
251.208,7.217222222
251.25,7.192222222
251.292,7.192222222
251.333,7.192222222
251.375,7.192222222
251.417,7.217222222
251.458,7.217222222
251.5,7.267777778
251.542,7.267777778
251.583,7.267777778
251.625,7.292777778
251.667,7.267777778
251.708,7.267777778
251.75,7.267777778
251.792,7.267777778
251.833,7.267777778
251.875,7.267777778
251.917,7.267777778
251.958,7.267777778
252,7.267777778
252.042,7.292777778
252.083,7.292777778
252.125,7.292777778
252.167,7.292777778
252.208,7.292777778
252.25,7.267777778
252.292,7.267777778
252.333,7.267777778
252.375,7.267777778
252.417,7.267777778
252.458,7.292777778
252.5,7.292777778
